opportunity_id,sales_agent,product,account,deal_stage,engage_date,close_date,close_value
5KC9ZGBX,Maureen Marcano,GTXPro,Xx-holding,Won,2017-04-08,2017-04-12,4320
AYIPNQFR,Moses Frase,MG Special,Genco Pura Olive Oil Company,Lost,2017-04-08,2017-04-10,0
Q1MP64HG,Reed Clapper,GTX Plus Basic,Zotware,Won,2017-04-08,2017-06-11,1123
XGD6BFD6,Rosie Papadopoulos,GTXPro,Xx-zobam,Won,2017-04-08,2017-04-09,5217
1IH166HI,Versie Hillebrand,MG Special,Codehow,Lost,2017-04-08,2017-05-27,0
U4IJO6SL,Vicki Laflamme,GTXPro,,Engaging,2017-04-08,,
BK85705L,Vicki Laflamme,GTX Basic,Labdrill,Won,2017-04-08,2017-06-10,595
77MKNCO3,Vicki Laflamme,GTX Plus Pro,Konex,Won,2017-04-08,2017-04-16,5848
OB7TAJOZ,Zane Levy,GTX Basic,Faxquote,Lost,2017-04-08,2017-04-09,0
DU0E2LMZ,Zane Levy,MG Special,Plexzap,Lost,2017-04-08,2017-04-13,0
1B4CL153,Zane Levy,GTX Plus Pro,Xx-holding,Won,2017-04-08,2017-04-17,5884
93X2W24Q,Anna Snelling,MG Advanced,Betatech,Won,2017-04-09,2017-06-02,3666
U0E9CRX5,Boris Faz,GTX Basic,Zathunicon,Lost,2017-04-09,2017-04-18,0
I7KV29LC,Cassey Cress,GTX Basic,Konex,Won,2017-04-09,2017-04-20,598
NNM6GN1J,Cassey Cress,MG Advanced,Initech,Won,2017-04-09,2017-04-16,3275
D1UDLFVY,Cecily Lampkin,GTX Basic,Funholding,Lost,2017-04-09,2017-04-10,0
M8WP93D4,Cecily Lampkin,GTX Basic,Isdom,Lost,2017-04-09,2017-04-18,0
3GPAFD3X,Cecily Lampkin,MG Special,Zumgoity,Lost,2017-04-09,2017-04-20,0
PVLGUIEN,Corliss Cosme,MG Advanced,,Engaging,2017-04-09,,
XUQ7RS1Q,Daniell Hammack,GTXPro,Betasoloin,Lost,2017-04-09,2017-05-30,0
UFGI9P05,Darcel Schlecht,GTXPro,Ron-tech,Won,2017-04-09,2017-04-18,4978
RDQZ245F,Elease Gluck,MG Special,Dalttechnology,Won,2017-04-09,2017-05-29,56
JA2CDNVM,Gladys Colclough,MG Advanced,Inity,Won,2017-04-09,2017-04-14,3077
R0XAJA2I,Hayden Neloms,GTX Plus Basic,Hottechi,Won,2017-04-09,2017-04-17,974
BU1B6PHK,Kami Bicknell,GTX Plus Basic,Cheers,Won,2017-04-09,2017-04-10,915
C3918FWQ,Kary Hendrixson,GTX Plus Basic,Singletechno,Lost,2017-04-09,2017-08-12,0
8GBXTWXE,Kary Hendrixson,MG Advanced,Blackzim,Lost,2017-04-09,2017-04-16,0
Z29AX2KB,Kary Hendrixson,GTX Plus Basic,Condax,Won,2017-04-09,2017-06-20,983
E733YMVH,Marty Freudenburg,GTX Plus Basic,Inity,Won,2017-04-09,2017-04-10,1204
Y35ES8UY,Moses Frase,GTX Plus Pro,Condax,Lost,2017-04-09,2017-04-16,0
QDRYCR05,Niesha Huffines,GTX Plus Basic,Konmatfix,Won,2017-04-09,2017-04-10,970
TYWS7KJR,Reed Clapper,GTX Basic,Betasoloin,Won,2017-04-09,2017-04-16,575
X22G55Y5,Rosie Papadopoulos,GTX Plus Pro,Ganjaflex,Won,2017-04-09,2017-06-18,5986
X7FZMKZW,Versie Hillebrand,GTX Plus Basic,Finhigh,Lost,2017-04-09,2017-04-21,0
72WE0PUH,Vicki Laflamme,MG Special,Rantouch,Won,2017-04-09,2017-06-16,64
45B6VA2Y,Violet Mclelland,MG Special,,Engaging,2017-04-09,,
SKBDCYV5,Zane Levy,GTX Plus Basic,Zencorporation,Engaging,2017-04-09,,
HLGGWYP1,Zane Levy,GTX Basic,Scotfind,Lost,2017-04-09,2017-04-15,0
RU3OP2BA,Zane Levy,MG Advanced,J-Texon,Won,2017-04-09,2017-06-26,3070
YXOM4S7G,Anna Snelling,MG Special,Finhigh,Lost,2017-04-10,2017-04-11,0
JPH5WS60,Boris Faz,GTX Basic,Initech,Lost,2017-04-10,2017-04-11,0
O1TDG6YN,Cassey Cress,GTX Plus Basic,Mathtouch,Lost,2017-04-10,2017-04-17,0
4INFXLM5,Cecily Lampkin,MG Special,Rangreen,Lost,2017-04-10,2017-04-20,0
LIZMTGH2,Cecily Lampkin,MG Advanced,Isdom,Won,2017-04-10,2017-04-18,3409
04LU4OPA,Daniell Hammack,GTX Plus Pro,Acme Corporation,Won,2017-04-10,2017-06-11,5721
T1I8GE75,Daniell Hammack,GTXPro,Ganjaflex,Won,2017-04-10,2017-06-28,5039
2HU581DM,Daniell Hammack,GTXPro,Xx-zobam,Won,2017-04-10,2017-04-11,5000
75S7S74S,Darcel Schlecht,GTX Basic,Hottechi,Lost,2017-04-10,2017-04-18,0
VTVF5TBV,Darcel Schlecht,GTXPro,Codehow,Lost,2017-04-10,2017-04-18,0
6AC2ATXU,Darcel Schlecht,GTX Plus Pro,Gogozoom,Won,2017-04-10,2017-04-16,4955
F4J6AVPQ,Darcel Schlecht,GTXPro,Condax,Won,2017-04-10,2017-04-17,5065
NFTSU7RW,Darcel Schlecht,GTXPro,Globex Corporation,Won,2017-04-10,2017-04-17,4343
NCUXZU3S,Darcel Schlecht,GTXPro,Stanredtax,Won,2017-04-10,2017-04-20,3892
YGNVLLUR,Gladys Colclough,GTX Basic,Warephase,Lost,2017-04-10,2017-04-20,0
XQ0N9T87,Hayden Neloms,MG Advanced,,Engaging,2017-04-10,,
O08NQM1J,James Ascencio,MG Advanced,Cheers,Lost,2017-04-10,2017-04-11,0
5OJ4IRW4,Jonathan Berthelot,GTX Plus Basic,Conecom,Won,2017-04-10,2017-06-27,1115
ZLY8SZXO,Kami Bicknell,GTX Basic,Kan-code,Won,2017-04-10,2017-04-16,533
DCC85LZO,Kami Bicknell,GTX Plus Basic,Cheers,Won,2017-04-10,2017-04-13,1290
ZVWUL0LL,Kary Hendrixson,GTX Basic,Hottechi,Lost,2017-04-10,2017-04-12,0
4R5LIB5F,Kary Hendrixson,GTX Plus Basic,Green-Plus,Lost,2017-04-10,2017-06-13,0
P010EEZF,Lajuana Vencill,MG Special,Dontechi,Lost,2017-04-10,2017-04-12,0
7AL9GWK6,Lajuana Vencill,GTX Plus Basic,Codehow,Won,2017-04-10,2017-06-02,1047
RHXY2M2W,Lajuana Vencill,MG Special,Gogozoom,Won,2017-04-10,2017-04-18,47
IKU97NEU,Markita Hansen,MG Advanced,Funholding,Engaging,2017-04-10,,
R7SESFM0,Marty Freudenburg,GTX Basic,Condax,Lost,2017-04-10,2017-04-21,0
X501NN9P,Marty Freudenburg,GTXPro,Rangreen,Won,2017-04-10,2017-06-09,4413
AUDYTWRK,Maureen Marcano,GTX Plus Basic,Hottechi,Won,2017-04-10,2017-06-26,950
EUKD4Z0V,Reed Clapper,GTXPro,Plussunin,Lost,2017-04-10,2017-04-16,0
KPUHKYWU,Reed Clapper,GTXPro,The New York Inquirer,Won,2017-04-10,2017-04-20,4136
B0KF3NFK,Versie Hillebrand,MG Special,Rundofase,Won,2017-04-10,2017-04-18,62
70M5V003,Vicki Laflamme,MG Special,J-Texon,Lost,2017-04-10,2017-04-18,0
456BP2X7,Zane Levy,MG Advanced,,Engaging,2017-04-10,,
OC66D0JA,Zane Levy,GTX Basic,Goodsilron,Won,2017-04-10,2017-04-11,467
KE7SZLG7,Boris Faz,GTX Plus Basic,Gekko & Co,Won,2017-04-11,2017-06-11,1075
XYZ39YT2,Cecily Lampkin,MG Special,Betatech,Lost,2017-04-11,2017-04-19,0
O4LNS6IC,Daniell Hammack,MG Special,Ontomedia,Won,2017-04-11,2017-04-13,52
UKIM9XIZ,Darcel Schlecht,GTXPro,Inity,Lost,2017-04-11,2017-04-19,0
5Z0ACVAM,Darcel Schlecht,GTXPro,Inity,Lost,2017-04-11,2017-04-12,0
DIAR4IM7,Darcel Schlecht,GTXPro,Condax,Won,2017-04-11,2017-04-18,4837
30YWHJV8,Donn Cantrell,GTX Plus Basic,Plussunin,Lost,2017-04-11,2017-04-18,0
ABXW1X4U,Elease Gluck,GTX Basic,Faxquote,Lost,2017-04-11,2017-06-22,0
SZ1H1L8I,Elease Gluck,GTX Plus Basic,Xx-holding,Won,2017-04-11,2017-04-13,1163
IR03B656,Gladys Colclough,GTX Basic,Rundofase,Lost,2017-04-11,2017-04-21,0
6NZROTHF,James Ascencio,GTX Plus Pro,Rantouch,Lost,2017-04-11,2017-06-10,0
IFIIB8Y6,Kami Bicknell,GTX Basic,Konex,Lost,2017-04-11,2017-04-13,0
J58BUYQH,Kary Hendrixson,GTX Plus Basic,,Engaging,2017-04-11,,
R2CS85YJ,Kary Hendrixson,GTX Basic,Groovestreet,Lost,2017-04-11,2017-04-13,0
8EAINY61,Kary Hendrixson,GTX Basic,Singletechno,Lost,2017-04-11,2017-04-18,0
T23MHC9C,Kary Hendrixson,GTX Basic,Doncon,Won,2017-04-11,2017-04-18,568
D30QC4EE,Kary Hendrixson,GTXPro,Rantouch,Won,2017-04-11,2017-06-19,5063
JHIX3ODA,Moses Frase,MG Advanced,dambase,Lost,2017-04-11,2017-04-21,0
BPUE8GTU,Moses Frase,MG Special,Rundofase,Won,2017-04-11,2017-06-06,46
2DOJKFNW,Niesha Huffines,MG Advanced,dambase,Lost,2017-04-11,2017-04-12,0
0PSKGNYE,Niesha Huffines,GTX Basic,Gogozoom,Won,2017-04-11,2017-04-12,504
J75N0QYA,Niesha Huffines,MG Special,Gogozoom,Won,2017-04-11,2017-04-13,55
SDS8SAZC,Rosalina Dieter,GTXPro,Hatfan,Won,2017-04-11,2017-06-17,4760
1426E8W6,Versie Hillebrand,GTX Basic,Cancity,Lost,2017-04-11,2017-04-21,0
3BFBN8JW,Versie Hillebrand,MG Advanced,Funholding,Lost,2017-04-11,2017-04-18,0
W1GERPB9,Vicki Laflamme,GTXPro,Fasehatice,Won,2017-04-11,2017-06-21,4653
FN1QX0BQ,Violet Mclelland,MG Special,,Engaging,2017-04-11,,
922DHXBA,Violet Mclelland,MG Special,Opentech,Lost,2017-04-11,2017-04-22,0
L36WU4AH,Violet Mclelland,MG Special,Massive Dynamic,Won,2017-04-11,2017-04-12,55
2K8H292S,Anna Snelling,GTX Basic,Rundofase,Lost,2017-04-12,2017-04-18,0
7Y530NLJ,Boris Faz,GTX Plus Basic,Genco Pura Olive Oil Company,Engaging,2017-04-12,,
XNHGOHPW,Boris Faz,MG Advanced,Konex,Won,2017-04-12,2017-04-22,3223
GAM8C5ET,Cassey Cress,GTX Plus Pro,Betasoloin,Lost,2017-04-12,2017-04-17,0
BHT7UEDJ,Cassey Cress,GTX Basic,Zathunicon,Won,2017-04-12,2017-04-19,553
7PAVX9CP,Cassey Cress,GTX Plus Basic,Gekko & Co,Won,2017-04-12,2017-04-14,1114
IVW8MQGN,Cecily Lampkin,MG Advanced,dambase,Won,2017-04-12,2017-04-20,3785
CVFUMOK9,Corliss Cosme,GTX Plus Pro,Rangreen,Engaging,2017-04-12,,
1VHUPB8X,Darcel Schlecht,GTX Plus Basic,Streethex,Lost,2017-04-12,2017-04-14,0
G5FN7I7T,Darcel Schlecht,MG Advanced,Gogozoom,Lost,2017-04-12,2017-06-28,0
OHVPXBSR,Donn Cantrell,GTXPro,Yearin,Won,2017-04-12,2017-04-13,5316
GHY9QZKG,Hayden Neloms,MG Special,Goodsilron,Lost,2017-04-12,2017-04-16,0
M9RGVU1F,Jonathan Berthelot,GTXPro,Cancity,Lost,2017-04-12,2017-04-24,0
JBBJL4C2,Jonathan Berthelot,GTX Basic,Dontechi,Won,2017-04-12,2017-06-23,531
HMI6RBK9,Jonathan Berthelot,GTX Basic,Rangreen,Won,2017-04-12,2017-06-16,544
2EKGLB0Q,Kami Bicknell,GTX Basic,Y-corporation,Won,2017-04-12,2017-04-13,478
NBYPJR21,Kami Bicknell,GTXPro,Finjob,Won,2017-04-12,2017-04-22,5672
HYPZOTY8,Kami Bicknell,MG Special,Goodsilron,Won,2017-04-12,2017-04-19,51
31I0SB7T,Kami Bicknell,MG Advanced,Konex,Won,2017-04-12,2017-04-19,3141
R0CLLIH9,Kary Hendrixson,GTXPro,,Engaging,2017-04-12,,
UIDAJBAI,Kary Hendrixson,GTXPro,Doncon,Lost,2017-04-12,2017-04-13,0
VO3C2LE4,Kary Hendrixson,MG Special,Groovestreet,Lost,2017-04-12,2017-04-16,0
UC7JT39Q,Markita Hansen,MG Special,Golddex,Lost,2017-04-12,2017-04-13,0
F1LLBOUV,Marty Freudenburg,GTX Plus Basic,Codehow,Lost,2017-04-12,2017-04-13,0
7H9J8W50,Marty Freudenburg,GTX Plus Pro,Hottechi,Lost,2017-04-12,2017-04-14,0
8O03S3U3,Moses Frase,GTX Plus Pro,Conecom,Lost,2017-04-12,2017-04-22,0
TGQN6HTN,Reed Clapper,GTX Plus Pro,Kan-code,Won,2017-04-12,2017-06-21,5393
X8GGF9MG,Rosalina Dieter,MG Special,Dontechi,Engaging,2017-04-12,,
CPJK2600,Versie Hillebrand,MG Special,Statholdings,Lost,2017-04-12,2017-04-19,0
3P7QQSVF,Vicki Laflamme,MG Special,,Engaging,2017-04-12,,
PGXIPGDM,Vicki Laflamme,MG Advanced,Lexiqvolax,Engaging,2017-04-12,,
TLXS1NB8,Vicki Laflamme,GTX Plus Pro,Green-Plus,Lost,2017-04-12,2017-04-19,0
TRR34NSR,Vicki Laflamme,GTX Basic,Hottechi,Won,2017-04-12,2017-06-06,638
F2KINGVU,Vicki Laflamme,MG Special,J-Texon,Won,2017-04-12,2017-04-23,50
Q169CIK6,Violet Mclelland,MG Advanced,Bioplex,Lost,2017-04-12,2017-04-18,0
1QWG9VM6,Zane Levy,GTXPro,Hatfan,Won,2017-04-12,2017-04-22,4272
8OHCCD42,Anna Snelling,GTX Plus Basic,Bioholding,Lost,2017-04-13,2017-04-15,0
QBCK25DV,Anna Snelling,MG Special,Inity,Won,2017-04-13,2017-04-15,58
8IEVY30X,Boris Faz,GTX Plus Basic,Ontomedia,Won,2017-04-13,2017-04-14,1088
6444O6DK,Corliss Cosme,GTX Basic,Donquadtech,Lost,2017-04-13,2017-04-23,0
GNL7T2JP,Corliss Cosme,GTXPro,Silis,Lost,2017-04-13,2017-04-18,0
V9YR14KW,Daniell Hammack,GTX Basic,Plussunin,Lost,2017-04-13,2017-04-20,0
24LP4J8U,Daniell Hammack,GTXPro,Kan-code,Lost,2017-04-13,2017-05-13,0
37LTMWB0,Darcel Schlecht,GTX Basic,Betatech,Lost,2017-04-13,2017-04-20,0
8BH9RNZI,Darcel Schlecht,GTXPro,Globex Corporation,Lost,2017-04-13,2017-04-14,0
2ZU519Y6,Darcel Schlecht,GTX Plus Basic,Domzoom,Won,2017-04-13,2017-04-19,1327
ZESI2PFU,Darcel Schlecht,GTX Plus Basic,Dontechi,Won,2017-04-13,2017-06-27,923
X8T4XLTY,Darcel Schlecht,GTX Plus Basic,Scottech,Won,2017-04-13,2017-04-23,1058
OS2CD01K,Darcel Schlecht,GTX Plus Pro,Streethex,Won,2017-04-13,2017-04-21,5220
JNKDEAG9,Gladys Colclough,GTX Plus Pro,Condax,Lost,2017-04-13,2017-04-19,0
7MGVL7FC,Gladys Colclough,MG Special,Ron-tech,Won,2017-04-13,2017-04-22,55
IFJ2AE9R,Hayden Neloms,MG Advanced,Dalttechnology,Lost,2017-04-13,2017-04-20,0
HEDUIEUN,Hayden Neloms,MG Special,Hatfan,Won,2017-04-13,2017-06-23,62
D3OST43E,James Ascencio,GTX Plus Basic,Golddex,Won,2017-04-13,2017-04-20,996
Z7OH4GWO,Kami Bicknell,GTXPro,,Engaging,2017-04-13,,
9537WTHG,Kami Bicknell,GTX Basic,Rantouch,Lost,2017-04-13,2017-06-09,0
6PMHI9G4,Kami Bicknell,GTX Basic,Hottechi,Won,2017-04-13,2017-04-22,543
H3ITKE4I,Kary Hendrixson,GTXPro,Hatfan,Lost,2017-04-13,2017-04-19,0
4RPUMZ9M,Kary Hendrixson,GTXPro,Y-corporation,Lost,2017-04-13,2017-04-21,0
U9RFE81I,Moses Frase,MG Special,Warephase,Lost,2017-04-13,2017-08-16,0
4T2XENE2,Niesha Huffines,GTX Plus Basic,Scottech,Lost,2017-04-13,2017-06-16,0
LIFA0JYO,Versie Hillebrand,MG Special,Finhigh,Lost,2017-04-13,2017-05-26,0
JQ8V4I1K,Versie Hillebrand,MG Special,Bioholding,Won,2017-04-13,2017-04-22,56
N5CCEEOY,Vicki Laflamme,GTX Plus Pro,Kan-code,Lost,2017-04-13,2017-04-20,0
C0SNGBJU,Vicki Laflamme,MG Advanced,Blackzim,Lost,2017-04-13,2017-04-23,0
VN6JB8HU,Violet Mclelland,GTX Plus Basic,Sumace,Won,2017-04-13,2017-06-10,1145
JK4IB77I,Wilburn Farren,GTXPro,Silis,Lost,2017-04-13,2017-04-26,0
81G840FM,Zane Levy,GTX Basic,,Engaging,2017-04-13,,
U5K2MZB6,Zane Levy,MG Advanced,,Engaging,2017-04-13,,
XMEYATKB,Cassey Cress,GTX Plus Pro,Zencorporation,Lost,2017-04-14,2017-04-19,0
IUDDK8Q0,Cassey Cress,GTXPro,Bluth Company,Lost,2017-04-14,2017-04-22,0
YQXAY03C,Cassey Cress,MG Advanced,Umbrella Corporation,Lost,2017-04-14,2017-04-19,0
QKQ5N9Z1,Corliss Cosme,GTX Plus Basic,Massive Dynamic,Won,2017-04-14,2017-04-23,1033
RZRRMWTH,Daniell Hammack,MG Advanced,The New York Inquirer,Lost,2017-04-14,2017-04-20,0
JS9SCCJ3,Darcel Schlecht,GTX Plus Basic,Gogozoom,Lost,2017-04-14,2017-04-15,0
WOBZWEPI,Darcel Schlecht,GTXPro,Treequote,Lost,2017-04-14,2017-04-16,0
HBIQF55L,Darcel Schlecht,GTXPro,Cancity,Won,2017-04-14,2017-08-14,4359
V5XB0UPL,Darcel Schlecht,GTXPro,Warephase,Won,2017-04-14,2017-06-02,4575
QW9JMUTD,Darcel Schlecht,MG Special,Finhigh,Won,2017-04-14,2017-04-22,53
7ODLTF4W,Elease Gluck,GTX Basic,J-Texon,Won,2017-04-14,2017-04-16,597
RUCPPMPY,Elease Gluck,MG Advanced,Zoomit,Won,2017-04-14,2017-06-16,3179
SJHD5TFA,Gladys Colclough,GTX Basic,Globex Corporation,Lost,2017-04-14,2017-06-16,0
2B0QVPBT,Gladys Colclough,MG Special,Stanredtax,Won,2017-04-14,2017-04-15,57
YIZ1VQ3U,Hayden Neloms,MG Advanced,Hottechi,Lost,2017-04-14,2017-04-15,0
FMNSL9TP,Hayden Neloms,MG Advanced,Scotfind,Won,2017-04-14,2017-04-24,2997
8ZU8D508,James Ascencio,GTX Basic,Faxquote,Won,2017-04-14,2017-05-29,545
NVDVFYGE,Jonathan Berthelot,GTX Basic,Zumgoity,Won,2017-04-14,2017-04-25,565
QQH0YV1W,Jonathan Berthelot,MG Special,Treequote,Won,2017-04-14,2017-04-24,54
ZVAZKWF3,Kami Bicknell,GTXPro,,Engaging,2017-04-14,,
IUNX2OMX,Kami Bicknell,GTX Basic,J-Texon,Lost,2017-04-14,2017-04-15,0
6WODV6KD,Kami Bicknell,GTXPro,Sunnamplex,Won,2017-04-14,2017-04-21,4991
6S2ABHZS,Markita Hansen,GTX Basic,,Engaging,2017-04-14,,
COM9RNBL,Markita Hansen,MG Special,,Engaging,2017-04-14,,
RTZFPWVN,Maureen Marcano,GTX Plus Pro,Hottechi,Lost,2017-04-14,2017-04-19,0
VYDCTUAU,Maureen Marcano,MG Advanced,Blackzim,Lost,2017-04-14,2017-04-16,0
KYFONJP5,Rosie Papadopoulos,GTXPro,Silis,Won,2017-04-14,2017-06-16,5546
ANXSK3QV,Vicki Laflamme,MG Special,Hottechi,Won,2017-04-14,2017-04-20,59
7I6OHUE4,Anna Snelling,GTX Plus Basic,Statholdings,Lost,2017-04-15,2017-04-23,0
AY9NWO78,Anna Snelling,MG Special,Statholdings,Lost,2017-04-15,2017-04-20,0
BEP06EN5,Anna Snelling,GTX Plus Pro,Statholdings,Won,2017-04-15,2017-04-16,5082
8H95X3AP,Boris Faz,GTX Plus Pro,Iselectrics,Won,2017-04-15,2017-04-24,5293
P7LVKDC9,Cecily Lampkin,GTX Plus Basic,Hottechi,Won,2017-04-15,2017-06-27,1163
QRVHBQSF,Donn Cantrell,MG Special,Ganjaflex,Won,2017-04-15,2017-04-16,49
8KH8XJRE,Garret Kinder,MG Special,Donquadtech,Won,2017-04-15,2017-05-01,53
YZ4AIQQR,Gladys Colclough,MG Advanced,Betatech,Lost,2017-04-15,2017-04-16,0
R8CW1D6X,Gladys Colclough,MG Advanced,Gogozoom,Lost,2017-04-15,2017-06-12,0
68KYNPDQ,Hayden Neloms,GTX Plus Basic,Lexiqvolax,Lost,2017-04-15,2017-04-24,0
K6M3EX4O,Kami Bicknell,GTX Plus Basic,,Engaging,2017-04-15,,
9B0HGLRU,Kami Bicknell,GTX Basic,Fasehatice,Lost,2017-04-15,2017-04-21,0
LWPFQ1UA,Kary Hendrixson,GTX Basic,,Engaging,2017-04-15,,
TN59K8NP,Kary Hendrixson,GTX Basic,Sunnamplex,Lost,2017-04-15,2017-08-07,0
3OBMD08T,Moses Frase,MG Advanced,Codehow,Lost,2017-04-15,2017-04-17,0
5FWBETTO,Versie Hillebrand,MG Advanced,Finhigh,Won,2017-04-15,2017-05-19,3641
ANRCHVJM,Violet Mclelland,MG Special,Plusstrip,Engaging,2017-04-15,,
UDTQF84C,Violet Mclelland,GTX Basic,Condax,Lost,2017-04-15,2017-04-17,0
35IRGXY3,Zane Levy,GTX Basic,Condax,Won,2017-04-15,2017-05-23,501
YHRVQVPV,Zane Levy,GTX Plus Pro,Konex,Won,2017-04-15,2017-04-20,4687
0PGJNCD7,Anna Snelling,GTX Basic,dambase,Won,2017-04-16,2017-06-23,626
7X7YIWJO,Anna Snelling,GTX Basic,Finhigh,Won,2017-04-16,2017-08-03,489
2IO3IJPO,Cassey Cress,GTXPro,Zencorporation,Won,2017-04-16,2017-04-27,4852
WCSJBX3N,Cecily Lampkin,MG Advanced,Warephase,Lost,2017-04-16,2017-06-28,0
FCNYDFK3,Daniell Hammack,GTX Plus Basic,Bubba Gump,Won,2017-04-16,2017-06-06,1192
3Y26MZHI,Daniell Hammack,GTXPro,Donquadtech,Won,2017-04-16,2017-04-17,5104
P0BMLVSL,Darcel Schlecht,GTXPro,Codehow,Won,2017-04-16,2017-08-09,5820
QK5BW61U,Donn Cantrell,MG Advanced,Acme Corporation,Won,2017-04-16,2017-08-05,3012
J3SZACNW,Garret Kinder,GTX Plus Pro,Sumace,Lost,2017-04-16,2017-04-22,0
5SNTPPOV,Garret Kinder,GTXPro,Mathtouch,Lost,2017-04-16,2017-04-18,0
D7F2AWWW,Garret Kinder,GTXPro,Konex,Won,2017-04-16,2017-04-23,3930
FUL5V96O,Gladys Colclough,GTX Plus Basic,Domzoom,Won,2017-04-16,2017-04-22,1055
BWIWI1PC,Hayden Neloms,MG Advanced,Blackzim,Lost,2017-04-16,2017-04-22,0
GYBIACTC,Jonathan Berthelot,GTX Basic,Scottech,Won,2017-04-16,2017-04-24,538
VD6BP6T2,Jonathan Berthelot,MG Special,Domzoom,Won,2017-04-16,2017-04-23,68
10AEGW41,Kary Hendrixson,GTXPro,,Engaging,2017-04-16,,
QA9XE19H,Kary Hendrixson,MG Advanced,Newex,Lost,2017-04-16,2017-04-23,0
8ZYPSX66,Maureen Marcano,GTX Basic,Newex,Won,2017-04-16,2017-04-28,572
0AN86YDG,Maureen Marcano,GTX Plus Basic,Groovestreet,Won,2017-04-16,2017-04-24,1234
VKXZ36VE,Moses Frase,GTX Basic,Ron-tech,Lost,2017-04-16,2017-04-18,0
OJYFSZ2O,Versie Hillebrand,MG Special,Isdom,Lost,2017-04-16,2017-04-17,0
6G6ZCKSB,Vicki Laflamme,GTXPro,,Engaging,2017-04-16,,
YGL1F8K1,Vicki Laflamme,MG Special,Plusstrip,Won,2017-04-16,2017-05-04,56
C1WGTTYF,Violet Mclelland,MG Special,Zathunicon,Lost,2017-04-16,2017-05-03,0
1OZWGQK9,Zane Levy,MG Special,Doncon,Lost,2017-04-16,2017-04-25,0
EXICVP8C,Anna Snelling,MG Special,Warephase,Won,2017-04-17,2017-04-26,52
DLXFY70W,Anna Snelling,MG Advanced,Codehow,Won,2017-04-17,2017-04-24,3668
GO7UM9AV,Boris Faz,GTX Basic,Plussunin,Lost,2017-04-17,2017-04-19,0
F5ITRBMX,Boris Faz,MG Advanced,Zotware,Won,2017-04-17,2017-08-04,3138
8KFFRJSS,Cecily Lampkin,MG Special,Conecom,Lost,2017-04-17,2017-04-19,0
38VRB2P1,Corliss Cosme,GTX Basic,Ontomedia,Lost,2017-04-17,2017-04-18,0
9CGD5QSZ,Corliss Cosme,GTX Basic,Zencorporation,Lost,2017-04-17,2017-04-21,0
UPZRAO84,Corliss Cosme,GTXPro,Iselectrics,Won,2017-04-17,2017-06-01,5032
BPCWRG9P,Daniell Hammack,GTX Plus Basic,Plussunin,Won,2017-04-17,2017-04-20,1310
JE5085VJ,Daniell Hammack,GTX Plus Pro,Mathtouch,Won,2017-04-17,2017-06-27,5076
P5MLWDXX,Daniell Hammack,MG Advanced,Vehement Capital Partners,Won,2017-04-17,2017-06-19,3641
IJ7AUTVC,Darcel Schlecht,GTXPro,Conecom,Lost,2017-04-17,2017-04-18,0
84T104O7,Darcel Schlecht,GTX Plus Basic,Warephase,Won,2017-04-17,2017-04-25,1170
0GXXCA37,Darcel Schlecht,GTXPro,Domzoom,Won,2017-04-17,2017-05-01,4226
GACPNKGI,Elease Gluck,MG Special,,Engaging,2017-04-17,,
9PCWAYWC,Elease Gluck,MG Advanced,Green-Plus,Lost,2017-04-17,2017-04-18,0
OJ0C7S3T,Gladys Colclough,GTXPro,Genco Pura Olive Oil Company,Won,2017-04-17,2017-04-24,4784
3VMC6PGJ,Hayden Neloms,GTX Plus Basic,Faxquote,Lost,2017-04-17,2017-04-25,0
E2MWXGNG,Hayden Neloms,MG Advanced,Blackzim,Lost,2017-04-17,2017-04-19,0
E4082SMQ,James Ascencio,GTX Basic,,Engaging,2017-04-17,,
QZ2E9TSL,James Ascencio,MG Advanced,Golddex,Lost,2017-04-17,2017-08-12,0
L3AYCTGW,James Ascencio,GTXPro,Goodsilron,Won,2017-04-17,2017-04-24,5451
IZ02GW0R,Kami Bicknell,GTX Basic,Faxquote,Won,2017-04-17,2017-04-19,527
LSVGDJ1A,Kary Hendrixson,GTX Plus Pro,,Engaging,2017-04-17,,
2LSNRT4U,Kary Hendrixson,GTXPro,,Engaging,2017-04-17,,
5AI9WG6M,Kary Hendrixson,GTX Plus Pro,Y-corporation,Lost,2017-04-17,2017-04-25,0
Q1DFFYB5,Kary Hendrixson,GTX Plus Pro,Y-corporation,Lost,2017-04-17,2017-04-19,0
XWZG5VPL,Kary Hendrixson,GTXPro,Scotfind,Lost,2017-04-17,2017-04-18,0
30FHAEJZ,Kary Hendrixson,GTX Plus Pro,Fasehatice,Won,2017-04-17,2017-04-19,5408
AZOXWEKL,Lajuana Vencill,GTX Plus Basic,Conecom,Lost,2017-04-17,2017-05-02,0
2NKZR4IM,Lajuana Vencill,GTX Plus Pro,Isdom,Lost,2017-04-17,2017-04-24,0
3PPB3Q04,Lajuana Vencill,MG Special,Konmatfix,Won,2017-04-17,2017-06-23,48
C9330YF1,Markita Hansen,GTX Basic,Blackzim,Engaging,2017-04-17,,
610UUEAG,Markita Hansen,GTX Basic,Plexzap,Won,2017-04-17,2017-04-24,527
FIYSM4E1,Marty Freudenburg,GTX Plus Basic,dambase,Won,2017-04-17,2017-04-23,1160
